"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Cap Hit","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Year","Sign Age",""
"","Jarrett Culver","2020","SG","MIN","$6,104,280","$0","$6,104,280","0.056","$6,104,280","$6,605,536","4","$26,422,143","$11,917,920","2022","2019","19",""
"","Alec Burks","2020","SG","NYK","$6,000,000","$0","$6,000,000","0.055","$6,000,000","$6,000,000","1","$6,000,000","$59,148,572","2021","2020","28",""
"","Ishmael Smith","2020","PG","WAS","$6,000,000","$0","$6,000,000","0.055","$6,000,000","$6,000,000","2","$12,000,000","$35,488,089","2021","2019","30",""
"","Mohamed Bamba","2020","C","ORL","$5,969,040","$0","$5,969,040","0.055","$5,969,040","$6,025,106","4","$24,100,423","$16,175,580","2021","2018","19",""
"","Onyeka Okongwu","2020","C","ATL","$5,813,640","$0","$5,813,640","0.053","$5,813,640","$6,605,536","4","$26,422,143","$5,813,640","0","2020","19",""
"","Justin Holiday","2020","SG","IND","$5,720,400","$0","$5,720,400","0.052","$5,720,400","$6,006,420","3","$18,019,260","$22,016,277","2023","2020","30",""
"","Dennis Smith Jr.","2020","PG","DET","$5,686,677","$0","$5,686,677","0.052","$3,817,085","$4,297,139","4","$17,188,557","$16,909,580","2021","2017","19",""
"","Avery Bradley","2020","PG","HOU","$5,635,000","$0","$5,635,000","0.052","$5,635,000","$5,635,000","1","$5,635,000","$66,480,893","2022","2020","29",""
"","Coby White","2020","PG","CHI","$5,572,680","$0","$5,572,680","0.051","$5,572,680","$6,032,879","4","$24,131,515","$10,548,105","2023","2019","18",""
"","Trey Lyles","2020","PF","SAS","$5,500,000","$0","$5,500,000","0.050","$5,500,000","$5,500,000","2","$11,000,000","$21,042,299","2021","2019","23",""
"","Wendell Carter Jr.","2020","C","ORL","$5,448,840","$0","$5,448,840","0.050","$1,978,004","$5,502,867","4","$22,011,467","$14,766,353","2022","2018","18",""
"","Zach Collins","2020","C","POR","$5,406,255","$0","$5,406,255","0.050","$5,406,255","$4,083,154","4","$16,332,615","$16,067,603","2021","2017","19",""
"","Malik Monk","2020","SG","CHA","$5,345,687","$0","$5,345,687","0.049","$5,345,687","$3,931,512","4","$15,726,047","$15,474,272","2021","2017","18",""
"","Killian Hayes","2020","PG","DET","$5,307,120","$0","$5,307,120","0.049","$5,307,120","$6,032,879","4","$24,131,515","$5,307,120","2024","2020","18",""
"","Luke Kennard","2020","SG","LAC","$5,273,826","$0","$5,273,826","0.048","$5,273,826","$3,783,887","4","$15,135,546","$14,896,349","0","2017","20",""
"","Donovan Mitchell","2020","SG","UTA","$5,195,501","$0","$5,195,501","0.048","$5,195,501","$3,641,005","4","$14,564,021","$14,336,786","0","2017","20",""
"","Rodney McGruder","2020","SG","DET","$5,192,307","$0","$5,192,307","0.048","$5,192,307","$5,000,000","3","$15,000,000","$13,100,552","2022","2019","27",""
"","Bam Adebayo","2020","C","MIA","$5,115,492","$0","$5,115,492","0.047","$5,115,492","$3,503,943","4","$14,015,772","$13,799,892","2021","2017","19",""
"","Jaxson Hayes","2020","C","NOP","$5,105,160","$0","$5,105,160","0.047","$5,105,160","$5,529,623","4","$22,118,492","$9,967,200","2023","2019","18",""
"","Ed Davis","2020","C","MIN","$5,005,350","$0","$5,005,350","0.046","$5,005,350","$4,886,175","2","$9,772,350","$43,845,053","2021","2019","29",""
"","Mike Scott","2020","PF","PHI","$5,005,350","$0","$5,005,350","0.046","$5,019,512","$4,900,000","2","$9,800,000","$28,355,949","2021","2019","30",""
"","Enes Freedom","2020","C","POR","$5,005,350","$0","$5,005,350","0.046","$5,005,350","$4,886,175","2","$9,772,350","$103,648,844","2021","2019","26",""
"","Richaun Holmes","2020","C","SAC","$5,005,350","$0","$5,005,350","0.046","$5,005,350","$4,886,175","2","$9,772,350","$14,646,315","2021","2019","25",""
"","Daniel Theis","2020","C","CHI","$5,000,000","$0","$5,000,000","0.046","$1,815,068","$5,000,000","2","$10,000,000","$11,881,357","2021","2019","26",""
"","Nerlens Noel","2020","C","NYK","$5,000,000","$0","$5,000,000","0.046","$5,000,000","$5,000,000","1","$5,000,000","$27,176,564","2021","2020","25",""
"","Collin Sexton","2020","PG","CLE","$4,991,880","$0","$4,991,880","0.046","$4,991,880","$5,043,778","4","$20,175,111","$13,527,630","2022","2018","18",""
"","Pat Connaughton","2020","SG","MIL","$4,938,273","$0","$4,938,273","0.045","$4,938,273","$5,333,333","3","$16,000,000","$11,165,743","0","2020","26",""
"","Obi Toppin","2020","PF","NYK","$4,862,040","$0","$4,862,040","0.045","$4,862,040","$5,529,623","4","$22,118,492","$4,862,040","2024","2020","21",""
"","Kevon Looney","2020","C","GSW","$4,821,429","$0","$4,821,429","0.044","$4,821,429","$4,821,429","3","$14,464,287","$14,359,886","2022","2019","22",""
"","Kris Dunn","2020","PG","ATL","$4,767,000","$0","$4,767,000","0.044","$4,767,000","$5,000,000","2","$10,000,000","$21,921,037","2022","2020","25",""
"","Garrett Temple","2020","SG","CHI","$4,767,000","$0","$4,767,000","0.044","$4,767,000","$4,767,000","1","$4,767,000","$37,262,988","2021","2020","33",""
"","Josh Jackson","2020","SG","DET","$4,767,000","$0","$4,767,000","0.044","$4,767,000","$4,886,175","2","$9,772,350","$22,516,823","2022","2020","22",""
"","Elfrid Payton","2020","PG","NYK","$4,767,000","$0","$4,767,000","0.044","$4,767,000","$4,767,000","1","$4,767,000","$27,116,500","2021","2020","25",""
"","Rui Hachimura","2020","PF","WAS","$4,692,840","$0","$4,692,840","0.043","$4,692,840","$5,085,337","4","$20,341,348","$8,882,678","2023","2019","20",""
"","Kevin Knox","2020","SF","NYK","$4,588,680","$0","$4,588,680","0.042","$4,588,680","$4,638,675","4","$18,554,698","$12,434,963","2022","2018","18",""
"","DJ Wilson","2020","PF","HOU","$4,548,280","$0","$4,548,280","0.042","$1,838,004","$3,044,680","4","$12,178,720","$11,993,651","2021","2017","20",""
"","Deni Avdija","2020","SF","WAS","$4,469,160","$0","$4,469,160","0.041","$4,469,160","$5,085,337","4","$20,341,348","$4,469,160","0","2020","18",""
"","Cam Reddish","2020","SF","ATL","$4,458,000","$0","$4,458,000","0.041","$4,458,000","$4,832,084","4","$19,328,334","$8,703,720","2023","2019","19",""
"","Mikal Bridges","2020","SF","PHX","$4,359,000","$0","$4,359,000","0.040","$4,359,000","$4,407,671","4","$17,630,685","$11,812,898","2022","2018","21",""
"","Jalen Smith","2020","PF","PHX","$4,245,720","$0","$4,245,720","0.039","$4,245,720","$4,832,084","4","$19,328,334","$4,245,720","2022","2020","19",""
"","Cameron Johnson","2020","SF","PHX","$4,235,160","$0","$4,235,160","0.039","$4,235,160","$4,648,375","4","$18,593,499","$8,016,510","2023","2019","22",""
"","JaVale McGee","2020","C","DEN","$4,200,000","$0","$4,200,000","0.038","$1,524,658","$4,100,000","2","$8,200,000","$65,607,268","2021","2019","30",""
"","Reggie Bullock","2020","SF","NYK","$4,200,000","$0","$4,200,000","0.038","$4,200,000","$4,100,000","2","$8,200,000","$18,807,804","2021","2019","27",""
"","Shai Gilgeous-Alexander","2020","PG","OKC","$4,141,320","$0","$4,141,320","0.038","$4,141,320","$4,241,283","4","$16,965,132","$11,222,543","2022","2018","19",""
"","John Collins","2020","PF","ATL","$4,137,302","$0","$4,137,302","0.038","$4,137,302","$2,764,966","4","$11,059,862","$10,891,952","2021","2017","19",""
"","Willie Cauley-Stein","2020","C","DAL","$4,100,000","$0","$4,100,000","0.038","$4,100,000","$4,100,000","1","$4,100,000","$21,491,865","2022","2020","26",""
"","Devin Vassell","2020","SG","SAS","$4,033,440","$0","$4,033,440","0.037","$4,033,440","$4,648,375","4","$18,593,499","$4,033,440","0","2020","19",""
"","PJ Washington","2020","PF","CHA","$4,023,600","$0","$4,023,600","0.037","$4,023,600","$3,017,640","4","$12,070,560","$7,615,950","2023","2019","20",""
"","Dorian Finney-Smith","2020","SF","DAL","$4,000,000","$0","$4,000,000","0.037","$4,000,000","$4,000,000","3","$12,000,000","$11,151,033","2022","2019","25",""
"","Miles Bridges","2020","SF","CHA","$3,934,320","$0","$3,934,320","0.036","$3,934,320","$4,079,463","4","$16,317,853","$10,661,648","2022","2018","19",""
"","Jevon Carter","2020","PG","PHX","$3,925,000","$0","$3,925,000","0.036","$3,925,000","$3,833,333","3","$11,500,000","$6,091,763","2023","2020","24",""
"","Jarrett Allen","2020","C","CLE","$3,909,902","$0","$3,909,902","0.036","$3,240,398","$2,508,646","4","$10,034,582","$9,886,030","2021","2017","18",""
"","Nicolo Melli","2020","PF","DAL","$3,897,436","$0","$3,897,436","0.036","$1,414,823","$4,000,000","2","$8,000,000","$7,743,590","2021","2019","27",""
"","OG Anunoby","2020","SF","TOR","$3,872,215","$0","$3,872,215","0.035","$3,872,215","$2,437,994","4","$9,751,975","$9,609,363","0","2017","19",""
"","Tyrese Haliburton","2020","PG","SAC","$3,831,840","$0","$3,831,840","0.035","$3,831,840","$4,469,749","4","$17,878,995","$3,831,840","2024","2020","19",""
"","Tyler Herro","2020","SG","MIA","$3,822,240","$0","$3,822,240","0.035","$3,822,240","$4,297,209","4","$17,188,836","$7,234,928","0","2019","18",""
"","Stanley Johnson","2020","SF","TOR","$3,804,150","$0","$3,804,150","0.035","$3,804,150","$3,713,575","2","$7,427,150","$20,050,755","2021","2019","22",""
"","Jake Layman","2020","SF","MIN","$3,761,085","$0","$3,761,085","0.034","$3,761,085","$3,761,085","3","$11,283,255","$10,576,759","2022","2019","24",""
"","Danuel House Jr.","2020","SF","HOU","$3,717,000","$0","$3,717,000","0.034","$3,717,000","$3,717,000","3","$11,151,000","$7,921,051","2022","2019","25",""
"","Kira Lewis Jr.","2020","PG","NOP","$3,640,200","$0","$3,640,200","0.033","$3,640,200","$4,297,209","4","$17,188,836","$3,640,200","2024","2020","18",""
"","Romeo Langford","2020","SG","BOS","$3,631,200","$0","$3,631,200","0.033","$3,631,200","$4,132,054","4","$16,528,217","$6,873,450","2023","2019","19",""
"","Wesley Matthews","2020","SG","LAL","$3,623,000","$0","$3,623,000","0.033","$3,623,000","$3,623,000","1","$3,623,000","$108,834,329","2021","2020","33",""
"","Bobby Portis","2020","PF","MIL","$3,623,000","$0","$3,623,000","0.033","$3,623,000","$3,713,575","2","$7,427,150","$24,541,006","2022","2020","24",""
"","Maurice Harkless","2020","SF","SAC","$3,623,000","$0","$3,623,000","0.033","$1,315,199","$3,623,000","1","$3,623,000","$52,258,497","2021","2020","26",""
"","Kyle Kuzma","2020","PF","LAL","$3,562,178","$0","$3,562,178","0.033","$3,562,178","$2,162,545","4","$8,650,178","$8,526,766","2021","2017","21",""
"","Michael Porter Jr.","2020","SF","DEN","$3,550,800","$0","$3,550,800","0.033","$3,550,800","$3,773,274","4","$15,093,095","$9,622,523","0","2018","19",""
"","Tony Bradley","2020","C","OKC","$3,542,060","$0","$3,542,060","0.032","$1,285,816","$2,149,715","4","$8,598,860","$8,476,213","2021","2017","18",""
"","Derrick White","2020","PG","SAS","$3,516,284","$0","$3,516,284","0.032","$3,516,284","$2,134,031","4","$8,536,124","$8,414,369","0","2017","22",""
"","Bismack Biyombo","2020","C","CHA","$3,500,000","$0","$3,500,000","0.032","$3,500,000","$3,500,000","1","$3,500,000","$85,350,819","2021","2020","27",""
"","Boban Marjanovic","2020","C","DAL","$3,500,000","$0","$3,500,000","0.032","$3,500,000","$3,500,000","2","$7,000,000","$28,981,250","2021","2019","30",""
"","T.J. McConnell","2020","PG","IND","$3,500,000","$0","$3,500,000","0.032","$3,500,000","$3,500,000","2","$7,000,000","$11,252,881","2021","2019","26",""
"","Luca Vildoza","2020","PG","NYK","$3,500,000","$0","$3,500,000","0.032","$3,500,000","$3,325,000","3","$9,975,000","$3,500,000","2024","2020","24",""
"","Josh Hart","2020","SG","NOP","$3,491,159","$0","$3,491,159","0.032","$3,491,159","$2,118,750","4","$8,474,999","$8,354,114","2021","2017","21",""
"","Aaron Nesmith","2020","SF","BOS","$3,458,400","$0","$3,458,400","0.032","$3,458,400","$4,132,054","4","$16,528,217","$3,458,400","0","2020","20",""
"","Sekou Doumbouya","2020","SF","DET","$3,449,400","$0","$3,449,400","0.032","$3,449,400","$3,971,993","4","$15,887,971","$6,529,200","2023","2019","18",""
"","Troy Brown Jr.","2020","SF","CHI","$3,372,840","$0","$3,372,840","0.031","$1,224,387","$3,627,991","4","$14,511,964","$9,140,183","2022","2018","18",""
"","Michael Carter-Williams","2020","PG","ORL","$3,300,000","$0","$3,300,000","0.030","$3,300,000","$3,000,000","2","$6,000,000","$19,453,416","2022","2020","28",""
"","James Ennis III","2020","SF","ORL","$3,300,000","$0","$3,300,000","0.030","$3,300,000","$3,300,000","1","$3,300,000","$14,039,972","2021","2020","29",""
"","Cole Anthony","2020","PG","ORL","$3,285,120","$0","$3,285,120","0.030","$3,285,120","$3,971,993","4","$15,887,971","$3,285,120","0","2020","19",""
"","Facundo Campazzo","2020","PG","DEN","$3,100,000","$0","$3,200,000","0.029","$3,200,000","$3,200,000","2","$6,400,000","$3,200,000","2022","2020","28",""
"","Isaiah Stewart","2020","C","DET","$3,121,080","$0","$3,121,080","0.029","$3,121,080","$3,774,548","4","$15,098,193","$3,121,080","2024","2020","18",""
"","Chuma Okeke","2020","PF","ORL","$3,121,080","$0","$3,121,080","0.029","$3,121,080","$3,774,548","4","$15,098,193","$3,121,080","2024","2020","21",""
"","Nickeil Alexander-Walker","2020","SG","NOP","$3,113,160","$0","$3,113,160","0.029","$3,113,160","$3,587,278","4","$14,349,113","$6,078,000","2023","2019","20",""
"","Patrick Patterson","2020","PF","LAC","$3,077,704","$0","$3,077,704","0.028","$3,077,704","$3,077,704","1","$3,077,704","$44,134,177","2021","2020","30",""
"","Donte DiVincenzo","2020","SG","MIL","$3,044,160","$0","$3,044,160","0.028","$3,044,160","$3,276,698","4","$13,106,790","$8,249,348","2022","2018","20",""
"","Ryan Arcidiacono","2020","PG","CHI","$3,000,000","$0","$3,000,000","0.027","$3,000,000","$3,000,000","2","$6,000,000","$7,236,883","2022","2019","24",""
"","Trey Burke","2020","PG","DAL","$3,000,000","$0","$3,000,000","0.027","$3,000,000","$3,150,000","3","$9,450,000","$18,869,147","2023","2020","27",""
"","Aleksej Pokusevski","2020","PF","OKC","$2,964,840","$0","$2,964,840","0.027","$2,964,840","$3,587,278","4","$14,349,113","$2,964,840","2024","2020","18",""
"","Goga Bitadze","2020","C","IND","$2,957,520","$0","$2,957,520","0.027","$2,957,520","$3,409,505","4","$13,638,019","$5,774,280","2023","2019","19",""
"","Lonnie Walker IV","2020","SG","SAS","$2,892,000","$0","$2,892,000","0.027","$2,892,000","$3,114,384","4","$12,457,536","$7,837,110","2022","2018","19",""
"","Luka Samanic","2020","PF","SAS","$2,824,320","$0","$2,824,320","0.026","$2,824,320","$3,257,576","4","$13,030,303","$5,346,120","2023","2019","18",""
"","Josh Green","2020","SG","DAL","$2,816,760","$0","$2,816,760","0.026","$2,816,760","$3,409,505","4","$13,638,019","$2,816,760","0","2020","19",""
"","Kevin Huerter","2020","SG","ATL","$2,761,920","$0","$2,761,920","0.025","$2,761,920","$2,975,629","4","$11,902,517","$7,484,393","0","2018","19",""
"","Alex Caruso","2020","SG","LAL","$2,750,000","$0","$2,750,000","0.025","$2,750,000","$2,750,000","2","$5,500,000","$5,378,125","2021","2019","24",""
"","Matisse Thybulle","2020","SG","PHI","$2,711,280","$0","$2,711,280","0.025","$2,711,280","$3,128,282","4","$12,513,127","$5,293,440","2023","2019","21",""
"","Saddiq Bey","2020","SF","DET","$2,689,920","$0","$2,689,920","0.025","$2,689,920","$3,257,576","4","$13,030,303","$2,689,920","2024","2020","20",""
"","Josh Okogie","2020","SG","MIN","$2,651,040","$0","$2,651,040","0.024","$2,651,040","$2,857,586","4","$11,430,344","$7,184,273","2022","2018","19",""
"","Brandon Clarke","2020","PF","MEM","$2,602,920","$0","$2,602,920","0.024","$2,602,920","$3,038,140","4","$12,152,560","$5,081,760","0","2019","22",""
"","Precious Achiuwa","2020","PF","MIA","$2,582,160","$0","$2,582,160","0.024","$2,582,160","$3,128,282","4","$12,513,127","$2,582,160","2024","2020","20",""
"","Marc Gasol","2020","C","LAL","$2,564,753","$0","$2,564,753","0.024","$2,564,753","$2,628,872","2","$5,257,744","$178,972,465","2022","2020","34",""
"","Grayson Allen","2020","SG","MEM","$2,545,320","$0","$2,545,320","0.023","$2,545,320","$1,762,260","4","$7,049,040","$6,897,203","0","2018","22",""
"","Grant Williams","2020","PF","BOS","$2,498,760","$0","$2,498,760","0.023","$2,498,760","$2,950,670","4","$11,802,681","$4,878,600","2023","2019","20",""
"","Tyrese Maxey","2020","PG","PHI","$2,478,840","$0","$2,478,840","0.023","$2,478,840","$3,038,140","4","$12,152,560","$2,478,840","2024","2020","19",""
"","Chandler Hutchison","2020","SF","WAS","$2,443,440","$0","$2,443,440","0.022","$887,002","$1,691,820","4","$6,767,280","$6,621,510","2022","2018","21",""
"","Darius Bazley","2020","PF","OKC","$2,399,160","$0","$2,399,160","0.022","$2,399,160","$2,865,407","4","$11,461,629","$4,541,160","2023","2019","18",""
"","Zeke Nnaji","2020","PF","DEN","$2,379,840","$0","$2,379,840","0.022","$2,379,840","$2,950,670","4","$11,802,681","$2,379,840","0","2020","18",""
"","Aaron Holiday","2020","PG","IND","$2,345,640","$0","$2,345,640","0.021","$2,345,640","$2,619,338","4","$10,477,351","$6,496,800","2022","2018","21",""
"","Bryn Forbes","2020","SG","MIL","$2,337,145","$0","$2,337,145","0.021","$2,337,145","$2,395,574","2","$4,791,147","$10,013,540","2022","2020","26",""
"","Ty Jerome","2020","SG","OKC","$2,303,040","$0","$2,303,040","0.021","$2,303,040","$2,782,354","4","$11,129,417","$4,359,428","2023","2019","21",""
"","Mike Muscala","2020","C","OKC","$2,283,034","$0","$2,283,034","0.021","$2,283,034","$2,155,814","2","$4,311,628","$17,125,766","2021","2019","27",""
"","Anfernee Simons","2020","SG","POR","$2,252,040","$0","$2,252,040","0.021","$2,252,040","$2,543,985","4","$10,175,938","$6,102,773","2022","2018","18",""
"","Luke Kornet","2020","C","BOS","$2,250,000","$0","$2,250,000","0.021","$816,781","$2,250,000","2","$4,500,000","$5,978,635","2021","2019","23",""
"","Brad Wanamaker","2020","PG","CHA","$2,250,000","$0","$2,250,000","0.021","$816,781","$2,250,000","1","$2,250,000","$4,443,805","2021","2020","30",""
"","Nassir Little","2020","SF","POR","$2,210,640","$0","$2,210,640","0.020","$2,210,640","$2,700,987","4","$10,803,948","$4,184,565","0","2019","18",""
"","RJ Hampton","2020","PG","ORL","$2,193,480","$0","$2,193,480","0.020","$796,263","$2,782,354","4","$11,129,417","$2,193,480","2023","2020","18",""
"","Edmond Sumner","2020","SG","IND","$2,160,000","$0","$2,160,000","0.020","$2,160,000","$2,160,000","3","$6,480,000","$4,484,794","2022","2019","23",""
"","Dylan Windler","2020","SF","CLE","$2,137,440","$0","$2,137,440","0.020","$2,137,440","$2,612,430","4","$10,449,718","$4,046,003","2023","2019","22",""
"","Immanuel Quickley","2020","PG","NYK","$2,105,520","$0","$2,105,520","0.019","$2,105,520","$2,700,987","4","$10,803,948","$2,105,520","2024","2020","20",""
"","John Konchar","2020","SG","MEM","$2,100,000","$0","$2,100,000","0.019","$2,100,000","$2,250,000","4","$9,000,000","$2,100,000","0","2020","23",""
"","Landry Shamet","2020","SG","BKN","$2,090,040","$0","$2,090,040","0.019","$2,090,040","$2,389,286","4","$9,557,142","$5,664,105","0","2018","20",""
"","Jordan Poole","2020","SG","GSW","$2,063,280","$0","$2,063,280","0.019","$2,063,280","$2,522,720","4","$10,090,879","$4,028,040","0","2019","19",""
"","Bol Bol","2020","PF","DEN","$2,058,240","$0","$2,058,240","0.019","$2,058,240","$2,109,696","2","$4,219,392","$2,058,240","2022","2020","20",""
"","Keldon Johnson","2020","SF","SAS","$2,048,040","$0","$2,048,040","0.019","$2,048,040","$2,504,346","4","$10,017,385","$3,876,728","0","2019","19",""
"","Payton Pritchard","2020","PG","BOS","$2,035,800","$0","$2,035,800","0.019","$2,035,800","$2,612,430","4","$10,449,718","$2,035,800","2024","2020","21",""
"","Robert Williams III","2020","C","BOS","$2,029,920","$0","$2,029,920","0.019","$2,029,920","$2,320,964","4","$9,283,856","$5,500,785","2022","2018","20",""
"","Damyean Dotson","2020","SG","CLE","$2,000,000","$0","$2,000,000","0.018","$2,000,000","$2,000,000","2","$4,000,000","$5,995,605","2022","2020","25",""
"","Theo Maledon","2020","PG","OKC","$2,000,000","$0","$2,000,000","0.018","$2,000,000","$1,966,667","3","$5,900,000","$2,000,000","2024","2020","18",""
"","Kenrich Williams","2020","PF","OKC","$2,000,000","$0","$2,000,000","0.018","$2,000,000","$2,000,000","3","$6,000,000","$4,166,763","0","2020","25",""
"","Cameron Payne","2020","PG","PHX","$1,977,011","$0","$1,977,011","0.018","$1,977,011","$1,086,650","2","$2,173,299","$12,101,096","2021","2019","24",""
"","Udoka Azubuike","2020","C","UTA","$1,977,000","$0","$1,977,000","0.018","$1,977,000","$2,537,811","4","$10,151,244","$1,977,000","2023","2020","20",""
"","Jaden McDaniels","2020","PF","MIN","$1,964,760","$0","$1,964,760","0.018","$1,964,760","$2,522,720","4","$10,090,879","$1,964,760","0","2020","19",""
"","Malachi Flynn","2020","PG","TOR","$1,950,600","$0","$1,950,600","0.018","$1,950,600","$2,504,346","4","$10,017,385","$1,950,600","2024","2020","21",""
"","Desmond Bane","2020","SG","MEM","$1,936,440","$0","$1,936,440","0.018","$1,936,440","$2,486,231","4","$9,944,923","$1,936,440","2024","2020","21",""
"","Jontay Porter","2020","PF","MEM","$1,900,000","$0","$1,900,000","0.017","$1,900,000","$1,950,000","3","$5,850,000","$2,097,933","2023","2020","20",""
"","Jahlil Okafor","2020","C","DET","$1,882,867","$0","$1,882,867","0.017","$1,882,867","$2,006,445","2","$4,012,890","$19,412,595","2022","2020","24",""
"","Timothe Luwawu-Cabarrot","2020","SG","BKN","$1,824,003","$0","$1,824,003","0.017","$1,824,003","$1,239,236","2","$2,478,471","$6,926,682","2021","2019","23",""
"","David Nwaba","2020","SG","HOU","$1,824,003","$0","$1,824,003","0.017","$1,824,003","$1,382,681","2","$2,765,361","$7,368,646","2021","2019","25",""
"","Georges Niang","2020","PF","UTA","$1,783,557","$0","$1,783,557","0.016","$1,783,557","$1,658,337","3","$4,975,012","$5,620,084","2021","2018","24",""
"","P.J. Dozier","2020","PG","DEN","$1,762,796","$0","$1,762,796","0.016","$1,762,796","$1,285,590","3","$3,856,771","$1,945,911","2022","2019","22",""
"","Damion Lee","2020","SG","GSW","$1,762,796","$0","$1,762,796","0.016","$1,762,796","$1,505,328","3","$4,515,983","$2,793,363","2022","2019","26",""
"","Alfonzo McKinnie","2020","SF","LAL","$1,762,796","$0","$1,762,796","0.016","$1,762,796","$1,834,739","4","$7,338,954","$6,226,029","2023","2019","26",""
"","Furkan Korkmaz","2020","SG","PHI","$1,762,796","$0","$1,762,796","0.016","$1,762,796","$1,691,680","2","$3,383,360","$6,487,995","2021","2019","21",""
"","Semi Ojeleye","2020","PF","BOS","$1,752,950","$0","$1,752,950","0.016","$1,752,950","$1,429,551","3","$4,288,654","$5,940,447","2021","2017","22",""
"","Abdel Nader","2020","SF","PHX","$1,752,950","$0","$1,752,950","0.016","$1,752,950","$1,388,032","3","$4,164,095","$5,815,888","2021","2017","23",""
"","DeAndre' Bembry","2020","SF","TOR","$1,737,145","$0","$1,737,145","0.016","$1,737,145","$1,857,078","2","$3,714,156","$8,879,978","2022","2020","25",""
"","Monte Morris","2020","PG","DEN","$1,723,707","$0","$1,723,707","0.016","$1,723,707","$1,553,774","3","$4,661,321","$4,562,057","2021","2018","22",""
"","Kevin Porter Jr.","2020","SG","HOU","$1,717,981","$0","$1,717,981","0.016","$1,353,204","$2,002,298","4","$8,009,193","$3,008,941","0","2019","18",""
"","Brandon Goodwin","2020","PG","ATL","$1,701,593","$0","$1,701,593","0.016","$1,701,593","$1,112,166","2","$2,224,331","$2,224,331","2021","2019","23",""
"","Thanasis Antetokounmpo","2020","SF","MIL","$1,701,593","$0","$1,701,593","0.016","$1,701,593","$1,573,645","2","$3,147,290","$3,162,822","2021","2019","26",""
"","Shake Milton","2020","SG","PHI","$1,701,593","$0","$1,701,593","0.016","$1,701,593","$1,664,676","3","$4,994,028","$3,056,934","2023","2019","22",""
"","Wesley Iwundu","2020","SF","NOP","$1,678,854","$0","$1,678,854","0.015","$609,447","$1,751,429","2","$3,502,857","$5,624,459","2022","2020","25",""
"","Dwayne Bacon","2020","SG","ORL","$1,678,854","$0","$1,678,854","0.015","$1,678,854","$1,751,429","2","$3,502,857","$5,390,074","2022","2020","24",""
"","Bruce Brown Jr.","2020","PG","BKN","$1,663,861","$0","$1,663,861","0.015","$1,663,861","$1,306,392","3","$3,919,177","$3,830,624","2021","2018","21",""
"","Devonte' Graham","2020","PG","CHA","$1,663,861","$0","$1,663,861","0.015","$1,663,861","$1,356,392","3","$4,069,177","$3,980,624","2021","2018","22",""
"","Jalen Brunson","2020","PG","DAL","$1,663,861","$0","$1,663,861","0.015","$1,663,861","$1,528,193","4","$6,112,770","$4,222,160","2022","2018","21",""
"","Hamidou Diallo","2020","SG","DET","$1,663,861","$0","$1,663,861","0.015","$740,760","$1,306,392","3","$3,919,177","$3,830,624","2021","2018","19",""
"","Kendrick Nunn","2020","PG","MIA","$1,663,861","$0","$1,663,861","0.015","$1,663,861","$1,028,483","3","$3,085,450","$2,996,897","2021","2018","22",""
"","Duncan Robinson","2020","PF","MIA","$1,663,861","$0","$1,663,861","0.015","$1,663,861","$1,030,062","3","$3,090,187","$3,001,634","2021","2018","23",""
"","Jarred Vanderbilt","2020","PF","MIN","$1,663,861","$0","$1,663,861","0.015","$1,663,861","$1,306,392","3","$3,919,177","$3,919,177","2021","2018","18",""
"","Mitchell Robinson","2020","C","NYK","$1,663,861","$0","$1,663,861","0.015","$1,663,861","$1,569,671","3","$4,709,013","$4,611,531","2022","2018","19",""
"","Sviatoslav Mykhailiuk","2020","SF","OKC","$1,663,861","$0","$1,663,861","0.015","$740,760","$1,522,802","3","$4,568,407","$4,479,854","2021","2018","20",""
"","Gary Trent Jr.","2020","SG","TOR","$1,663,861","$0","$1,663,861","0.015","$604,004","$1,306,392","3","$3,919,177","$3,830,624","2021","2018","18",""
"","Isaac Bonga","2020","SF","WAS","$1,663,861","$0","$1,663,861","0.015","$1,663,861","$1,360,238","3","$4,080,713","$3,992,160","2021","2018","18",""
"","Solomon Hill","2020","SF","ATL","$2,174,318","$0","$1,620,564","0.015","$2,174,318","$2,174,318","1","$2,174,318","$53,774,756","2021","2020","28",""
"","Jeff Green","2020","PF","BKN","$2,564,753","$0","$1,620,564","0.015","$2,564,753","$2,564,753","1","$2,564,753","$75,311,260","2021","2020","33",""
"","Tyler Johnson","2020","SG","BKN","$2,028,594","$0","$1,620,564","0.015","$2,028,594","$2,028,594","1","$2,028,594","$54,464,859","2021","2020","27",""
"","Matthew Dellavedova","2020","PG","CLE","$2,174,318","$0","$1,620,564","0.015","$2,174,318","$2,174,318","1","$2,174,318","$42,457,787","2021","2020","29",""
"","Isaiah Hartenstein","2020","C","CLE","$1,620,564","$0","$1,620,564","0.015","$588,287","$1,691,680","2","$3,383,360","$3,875,880","2022","2020","21",""
"","Wayne Ellington","2020","SG","DET","$2,564,753","$0","$1,620,564","0.015","$2,564,753","$2,564,753","1","$2,564,753","$44,945,656","2021","2020","32",""
"","Kent Bazemore","2020","SG","GSW","$2,320,044","$0","$1,620,564","0.015","$2,320,044","$2,320,044","1","$2,320,044","$76,378,166","2021","2020","30",""
